,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_vaccinations,people_fully_vaccinated_per_hundred
98722,2020-01-31,2.0,2.0,,,0.034,0.034,,,,
98723,2020-02-01,2.0,0.0,,,0.034,0.0,,,,
98724,2020-02-02,2.0,0.0,,,0.034,0.0,,,,
98725,2020-02-03,2.0,0.0,,,0.034,0.0,,,,
98726,2020-02-04,2.0,0.0,,,0.034,0.0,,,,
98727,2020-02-05,2.0,0.0,,,0.034,0.0,,,,
98728,2020-02-06,2.0,0.0,,,0.034,0.0,,,,
98729,2020-02-07,3.0,1.0,,,0.051,0.017,,,,
98730,2020-02-08,3.0,0.0,,,0.051,0.0,,,,
98731,2020-02-09,3.0,0.0,,,0.051,0.0,,,,
98732,2020-02-10,3.0,0.0,,,0.051,0.0,,,,
98733,2020-02-11,3.0,0.0,,,0.051,0.0,,,,
98734,2020-02-12,3.0,0.0,,,0.051,0.0,,,,
98735,2020-02-13,3.0,0.0,,,0.051,0.0,,,,
98736,2020-02-14,3.0,0.0,,,0.051,0.0,,,,
98737,2020-02-15,3.0,0.0,,,0.051,0.0,,,,
98738,2020-02-16,3.0,0.0,,,0.051,0.0,,,,
98739,2020-02-17,3.0,0.0,,,0.051,0.0,,,,
98740,2020-02-18,3.0,0.0,,,0.051,0.0,,,,
98741,2020-02-19,3.0,0.0,,,0.051,0.0,,,,
98742,2020-02-20,3.0,0.0,,,0.051,0.0,,,,
98743,2020-02-21,20.0,17.0,1.0,1.0,0.338,0.287,0.017,0.017,,
98744,2020-02-22,62.0,42.0,2.0,1.0,1.047,0.709,0.034,0.017,,
98745,2020-02-23,155.0,93.0,3.0,1.0,2.616,1.57,0.051,0.017,,
98746,2020-02-24,229.0,74.0,7.0,4.0,3.866,1.249,0.118,0.068,,
98747,2020-02-25,322.0,93.0,10.0,3.0,5.435,1.57,0.169,0.051,,
98748,2020-02-26,453.0,131.0,12.0,2.0,7.647,2.211,0.203,0.034,,
98749,2020-02-27,655.0,202.0,17.0,5.0,11.057,3.41,0.287,0.084,,
98750,2020-02-28,888.0,233.0,21.0,4.0,14.99,3.933,0.354,0.068,,
98751,2020-02-29,1128.0,240.0,29.0,8.0,19.041,4.051,0.49,0.135,,
98752,2020-03-01,1694.0,566.0,34.0,5.0,28.595,9.554,0.574,0.084,,
98753,2020-03-02,2036.0,342.0,52.0,18.0,34.368,5.773,0.878,0.304,,
98754,2020-03-03,2502.0,466.0,79.0,27.0,42.235,7.866,1.334,0.456,,
98755,2020-03-04,3089.0,587.0,107.0,28.0,52.144,9.909,1.806,0.473,,
98756,2020-03-05,3858.0,769.0,148.0,41.0,65.125,12.981,2.498,0.692,,
98757,2020-03-06,4636.0,778.0,197.0,49.0,78.257,13.133,3.325,0.827,,
98758,2020-03-07,5883.0,1247.0,233.0,36.0,99.307,21.05,3.933,0.608,,
98759,2020-03-08,7375.0,1492.0,366.0,133.0,124.493,25.186,6.178,2.245,,
98760,2020-03-09,9172.0,1797.0,463.0,97.0,154.827,30.334,7.816,1.637,,
98761,2020-03-10,10149.0,977.0,631.0,168.0,171.319,16.492,10.652,2.836,,
98762,2020-03-11,12462.0,2313.0,827.0,196.0,210.363,39.044,13.96,3.309,,
98763,2020-03-12,15113.0,2651.0,1016.0,189.0,255.113,44.75,17.15,3.19,,
98764,2020-03-13,17660.0,2547.0,1266.0,250.0,298.108,42.994,21.371,4.22,,
98765,2020-03-14,21157.0,3497.0,1441.0,175.0,357.138,59.031,24.325,2.954,,
98766,2020-03-15,24747.0,3590.0,1809.0,368.0,417.739,60.601,30.537,6.212,,
98767,2020-03-16,27980.0,3233.0,2158.0,349.0,472.313,54.574,36.428,5.891,,
98768,2020-03-17,31506.0,3526.0,2503.0,345.0,531.834,59.52,42.252,5.824,,
98769,2020-03-18,35713.0,4207.0,2978.0,475.0,602.849,71.016,50.27,8.018,,
98770,2020-03-19,41035.0,5322.0,3405.0,427.0,692.687,89.837,57.478,7.208,,
98771,2020-03-20,47021.0,5986.0,4032.0,627.0,793.733,101.046,68.062,10.584,,
98772,2020-03-21,53578.0,6557.0,4825.0,793.0,904.418,110.685,81.448,13.386,,
98773,2020-03-22,59138.0,5560.0,5476.0,651.0,998.273,93.855,92.437,10.989,,
98774,2020-03-23,63927.0,4789.0,6077.0,601.0,1079.113,80.84,102.582,10.145,,
98775,2020-03-24,69176.0,5249.0,6820.0,743.0,1167.718,88.605,115.124,12.542,,
98776,2020-03-25,74386.0,5210.0,7503.0,683.0,1255.665,87.947,126.654,11.529,,
98777,2020-03-26,80589.0,6203.0,8215.0,712.0,1360.374,104.709,138.672,12.019,,
98778,2020-03-27,86498.0,5909.0,9134.0,919.0,1460.12,99.746,154.186,15.513,,
98779,2020-03-28,92472.0,5974.0,10023.0,889.0,1560.964,100.843,169.192,15.007,,
98780,2020-03-29,97689.0,5217.0,10779.0,756.0,1649.029,88.065,181.954,12.762,,
98781,2020-03-30,101739.0,4050.0,11591.0,812.0,1717.394,68.366,195.661,13.707,,
98782,2020-03-31,105792.0,4053.0,12428.0,837.0,1785.81,68.416,209.79,14.129,,
98783,2020-04-01,110574.0,4782.0,13155.0,727.0,1866.532,80.722,222.062,12.272,,
98784,2020-04-02,115242.0,4668.0,13915.0,760.0,1945.33,78.798,234.891,12.829,,
98785,2020-04-03,119827.0,4585.0,14681.0,766.0,2022.727,77.397,247.821,12.93,,
98786,2020-04-04,124632.0,4805.0,15362.0,681.0,2103.837,81.11,259.317,11.496,,
98787,2020-04-05,128948.0,4316.0,15887.0,525.0,2176.693,72.856,268.179,8.862,,
98788,2020-04-06,132547.0,3599.0,16523.0,636.0,2237.445,60.753,278.915,10.736,,
98789,2020-04-07,135586.0,3039.0,17127.0,604.0,2288.745,51.3,289.11,10.196,,
98790,2020-04-08,139422.0,3836.0,17669.0,542.0,2353.498,64.753,298.26,9.149,,
98791,2020-04-09,143626.0,4204.0,18279.0,610.0,2424.463,70.965,308.557,10.297,,
98792,2020-04-10,147577.0,3951.0,18849.0,570.0,2491.158,66.694,318.179,9.622,,
98793,2020-04-11,152271.0,4694.0,19468.0,619.0,2570.394,79.237,328.627,10.449,,
98794,2020-04-12,156363.0,4092.0,19899.0,431.0,2639.469,69.075,335.903,7.275,,
98795,2020-04-13,159516.0,3153.0,20465.0,566.0,2692.693,53.224,345.457,9.554,,
98796,2020-04-14,162488.0,2972.0,21067.0,602.0,2742.861,50.169,355.619,10.162,,
98797,2020-04-15,165155.0,2667.0,21645.0,578.0,2787.881,45.02,365.376,9.757,,
98798,2020-04-16,168941.0,3786.0,22170.0,525.0,2851.79,63.909,374.238,8.862,,
98799,2020-04-17,172434.0,3493.0,22745.0,575.0,2910.754,58.963,383.945,9.706,,
98800,2020-04-18,175925.0,3491.0,23227.0,482.0,2969.683,58.929,392.081,8.136,,
98801,2020-04-19,178972.0,3047.0,23660.0,433.0,3021.118,51.435,399.39,7.309,,
98802,2020-04-20,181228.0,2256.0,24114.0,454.0,3059.2,38.082,407.054,7.664,,
98803,2020-04-21,183957.0,2729.0,24648.0,534.0,3105.266,46.067,416.068,9.014,,
98804,2020-04-22,187327.0,3370.0,25085.0,437.0,3162.153,56.887,423.445,7.377,,
98805,2020-04-23,189973.0,2646.0,25549.0,464.0,3206.819,44.666,431.277,7.833,,
98806,2020-04-24,192994.0,3021.0,25969.0,420.0,3257.814,50.996,438.367,7.09,,
98807,2020-04-25,195351.0,2357.0,26384.0,415.0,3297.601,39.787,445.372,7.005,,
98808,2020-04-26,197675.0,2324.0,26644.0,260.0,3336.832,39.23,449.761,4.389,,
98809,2020-04-27,199414.0,1739.0,26977.0,333.0,3366.187,29.355,455.382,5.621,,
98810,2020-04-28,201505.0,2091.0,27359.0,382.0,3401.483,35.297,461.831,6.448,,
98811,2020-04-29,203591.0,2086.0,27682.0,323.0,3436.696,35.212,467.283,5.452,,
98812,2020-04-30,205463.0,1872.0,27967.0,285.0,3468.296,31.6,472.094,4.811,,
98813,2020-05-01,207428.0,1965.0,28236.0,269.0,3501.466,33.17,476.635,4.541,,
98814,2020-05-02,209328.0,1900.0,28710.0,474.0,3533.539,32.073,484.636,8.001,,
98815,2020-05-03,210717.0,1389.0,28884.0,174.0,3556.986,23.447,487.573,2.937,,
98816,2020-05-04,211938.0,1221.0,29079.0,195.0,3577.597,20.611,490.865,3.292,,
98817,2020-05-05,213013.0,1075.0,29315.0,236.0,3595.743,18.146,494.849,3.984,,
98818,2020-05-06,214457.0,1444.0,29684.0,369.0,3620.118,24.375,501.078,6.229,,
98819,2020-05-07,215858.0,1401.0,29958.0,274.0,3643.768,23.649,505.703,4.625,,
98820,2020-05-08,217185.0,1327.0,30201.0,243.0,3666.168,22.4,509.805,4.102,,
98821,2020-05-09,218268.0,1083.0,30395.0,194.0,3684.449,18.281,513.08,3.275,,
98822,2020-05-10,219070.0,802.0,30560.0,165.0,3697.988,13.538,515.865,2.785,,
98823,2020-05-11,219814.0,744.0,30739.0,179.0,3710.547,12.559,518.886,3.022,,
98824,2020-05-12,221216.0,1402.0,30911.0,172.0,3734.213,23.666,521.79,2.903,,
98825,2020-05-13,222104.0,888.0,31106.0,195.0,3749.203,14.99,525.081,3.292,,
98826,2020-05-14,223096.0,992.0,31368.0,262.0,3765.948,16.745,529.504,4.423,,
98827,2020-05-15,223885.0,789.0,31610.0,242.0,3779.267,13.319,533.589,4.085,,
98828,2020-05-16,224760.0,875.0,31763.0,153.0,3794.037,14.77,536.172,2.583,,
98829,2020-05-17,225435.0,675.0,31908.0,145.0,3805.431,11.394,538.62,2.448,,
98830,2020-05-18,225886.0,451.0,32007.0,99.0,3813.044,7.613,540.291,1.671,,
98831,2020-05-19,226699.0,813.0,32169.0,162.0,3826.768,13.724,543.025,2.735,,
98832,2020-05-20,227364.0,665.0,32330.0,161.0,3837.993,11.225,545.743,2.718,,
98833,2020-05-21,228006.0,642.0,32486.0,156.0,3848.831,10.837,548.376,2.633,,
98834,2020-05-22,228658.0,652.0,32616.0,130.0,3859.837,11.006,550.571,2.194,,
98835,2020-05-23,229327.0,669.0,32735.0,119.0,3871.13,11.293,552.58,2.009,,
98836,2020-05-24,229858.0,531.0,32785.0,50.0,3880.093,8.963,553.424,0.844,,
98837,2020-05-25,230158.0,300.0,32877.0,92.0,3885.157,5.064,554.977,1.553,,
98838,2020-05-26,230555.0,397.0,32955.0,78.0,3891.859,6.702,556.293,1.317,,
98839,2020-05-27,231139.0,584.0,33072.0,117.0,3901.717,9.858,558.268,1.975,,
98840,2020-05-28,231732.0,593.0,33142.0,70.0,3911.727,10.01,559.45,1.182,,
98841,2020-05-29,232248.0,516.0,33229.0,87.0,3920.437,8.71,560.919,1.469,,
98842,2020-05-30,232664.0,416.0,33340.0,111.0,3927.46,7.022,562.792,1.874,,
98843,2020-05-31,232997.0,333.0,33415.0,75.0,3933.081,5.621,564.058,1.266,,
98844,2020-06-01,233197.0,200.0,33475.0,60.0,3936.457,3.376,565.071,1.013,,
98845,2020-06-02,233515.0,318.0,33530.0,55.0,3941.825,5.368,566.0,0.928,,
98846,2020-06-03,233836.0,321.0,33601.0,71.0,3947.243,5.419,567.198,1.199,,
98847,2020-06-04,234013.0,177.0,33689.0,88.0,3950.231,2.988,568.684,1.485,,
98848,2020-06-05,234531.0,518.0,33774.0,85.0,3958.975,8.744,570.118,1.435,,
98849,2020-06-06,234801.0,270.0,33846.0,72.0,3963.533,4.558,571.334,1.215,,
98850,2020-06-07,234998.0,197.0,33899.0,53.0,3966.858,3.325,572.228,0.895,,
98851,2020-06-08,235278.0,280.0,33964.0,65.0,3971.585,4.727,573.326,1.097,,
98852,2020-06-09,235561.0,283.0,34043.0,79.0,3976.362,4.777,574.659,1.334,,
98853,2020-06-10,235763.0,202.0,34114.0,71.0,3979.772,3.41,575.858,1.199,,
98854,2020-06-11,236142.0,379.0,34167.0,53.0,3986.17,6.398,576.752,0.895,,
98855,2020-06-12,236305.0,163.0,34223.0,56.0,3988.921,2.752,577.698,0.945,,
98856,2020-06-13,236651.0,346.0,34301.0,78.0,3994.762,5.841,579.014,1.317,,
98857,2020-06-14,236989.0,338.0,34345.0,44.0,4000.467,5.706,579.757,0.743,,
98858,2020-06-15,237290.0,301.0,34371.0,26.0,4005.548,5.081,580.196,0.439,,
98859,2020-06-16,237500.0,210.0,34405.0,34.0,4009.093,3.545,580.77,0.574,,
98860,2020-06-17,237828.0,328.0,34448.0,43.0,4014.63,5.537,581.496,0.726,,
98861,2020-06-18,238159.0,331.0,34514.0,66.0,4020.217,5.587,582.61,1.114,,
98862,2020-06-19,238011.0,,34561.0,47.0,4017.719,,583.403,0.793,,
98863,2020-06-20,238275.0,264.0,34610.0,49.0,4022.175,4.456,584.23,0.827,,
98864,2020-06-21,238499.0,224.0,34634.0,24.0,4025.957,3.781,584.636,0.405,,
98865,2020-06-22,238720.0,221.0,34657.0,23.0,4029.687,3.731,585.024,0.388,,
98866,2020-06-23,238833.0,113.0,34675.0,18.0,4031.595,1.907,585.328,0.304,,
98867,2020-06-24,239410.0,577.0,34644.0,,4041.335,9.74,584.804,,,
98868,2020-06-25,239706.0,296.0,34678.0,34.0,4046.331,4.997,585.378,0.574,,
98869,2020-06-26,239961.0,255.0,34708.0,30.0,4050.636,4.304,585.885,0.506,,
98870,2020-06-27,240136.0,175.0,34716.0,8.0,4053.59,2.954,586.02,0.135,,
98871,2020-06-28,240310.0,174.0,34738.0,22.0,4056.527,2.937,586.391,0.371,,
98872,2020-06-29,240436.0,126.0,34744.0,6.0,4058.654,2.127,586.492,0.101,,
98873,2020-06-30,240578.0,142.0,34767.0,23.0,4061.051,2.397,586.881,0.388,,
98874,2020-07-01,240760.0,182.0,34788.0,21.0,4064.123,3.072,587.235,0.354,,
98875,2020-07-02,240961.0,201.0,34818.0,30.0,4067.516,3.393,587.741,0.506,,
98876,2020-07-03,241184.0,223.0,34833.0,15.0,4071.28,3.764,587.995,0.253,,
98877,2020-07-04,241419.0,235.0,34854.0,21.0,4075.247,3.967,588.349,0.354,,
98878,2020-07-05,241611.0,192.0,34861.0,7.0,4078.488,3.241,588.467,0.118,,
98879,2020-07-06,241819.0,208.0,34869.0,8.0,4082.0,3.511,588.602,0.135,,
98880,2020-07-07,241956.0,137.0,34899.0,30.0,4084.312,2.313,589.109,0.506,,
98881,2020-07-08,242149.0,193.0,34914.0,15.0,4087.57,3.258,589.362,0.253,,
98882,2020-07-09,242363.0,214.0,34926.0,12.0,4091.182,3.612,589.565,0.203,,
98883,2020-07-10,242639.0,276.0,34938.0,12.0,4095.841,4.659,589.767,0.203,,
98884,2020-07-11,242827.0,188.0,34945.0,7.0,4099.015,3.174,589.885,0.118,,
98885,2020-07-12,243061.0,234.0,34954.0,9.0,4102.965,3.95,590.037,0.152,,
98886,2020-07-13,243230.0,169.0,34967.0,13.0,4105.818,2.853,590.257,0.219,,
98887,2020-07-14,243344.0,114.0,34984.0,17.0,4107.742,1.924,590.544,0.287,,
98888,2020-07-15,243506.0,162.0,34997.0,13.0,4110.477,2.735,590.763,0.219,,
98889,2020-07-16,243736.0,230.0,35017.0,20.0,4114.359,3.882,591.101,0.338,,
98890,2020-07-17,243967.0,231.0,35028.0,11.0,4118.259,3.899,591.286,0.186,,
98891,2020-07-18,244216.0,249.0,35042.0,14.0,4122.462,4.203,591.523,0.236,,
98892,2020-07-19,244434.0,218.0,35045.0,3.0,4126.142,3.68,591.573,0.051,,
98893,2020-07-20,244624.0,190.0,35058.0,13.0,4129.349,3.207,591.793,0.219,,
98894,2020-07-21,244752.0,128.0,35073.0,15.0,4131.51,2.161,592.046,0.253,,
98895,2020-07-22,245032.0,280.0,35082.0,9.0,4136.236,4.727,592.198,0.152,,
98896,2020-07-23,245338.0,306.0,35092.0,10.0,4141.402,5.165,592.367,0.169,,
98897,2020-07-24,245590.0,252.0,35097.0,5.0,4145.656,4.254,592.451,0.084,,
98898,2020-07-25,245864.0,274.0,35102.0,5.0,4150.281,4.625,592.536,0.084,,
98899,2020-07-26,246118.0,254.0,35107.0,5.0,4154.568,4.288,592.62,0.084,,
98900,2020-07-27,246286.0,168.0,35112.0,5.0,4157.404,2.836,592.704,0.084,,
98901,2020-07-28,246488.0,202.0,35123.0,11.0,4160.814,3.41,592.89,0.186,,
98902,2020-07-29,246776.0,288.0,35129.0,6.0,4165.676,4.862,592.991,0.101,,
98903,2020-07-30,247158.0,382.0,35132.0,3.0,4172.124,6.448,593.042,0.051,,
98904,2020-07-31,247537.0,379.0,35141.0,9.0,4178.522,6.398,593.194,0.152,,
98905,2020-08-01,247832.0,295.0,35146.0,5.0,4183.501,4.98,593.278,0.084,,
98906,2020-08-02,248070.0,238.0,35154.0,8.0,4187.519,4.018,593.413,0.135,,
98907,2020-08-03,248229.0,159.0,35166.0,12.0,4190.203,2.684,593.616,0.203,,
98908,2020-08-04,248419.0,190.0,35171.0,5.0,4193.41,3.207,593.7,0.084,,
98909,2020-08-05,248803.0,384.0,35181.0,10.0,4199.892,6.482,593.869,0.169,,
98910,2020-08-06,249204.0,401.0,35187.0,6.0,4206.661,6.769,593.97,0.101,,
98911,2020-08-07,249756.0,552.0,35190.0,3.0,4215.979,9.318,594.021,0.051,,
98912,2020-08-08,250103.0,347.0,35203.0,13.0,4221.837,5.857,594.24,0.219,,
98913,2020-08-09,250566.0,463.0,35205.0,2.0,4229.652,7.816,594.274,0.034,,
98914,2020-08-10,250825.0,259.0,35209.0,4.0,4234.024,4.372,594.342,0.068,,
98915,2020-08-11,251237.0,412.0,35215.0,6.0,4240.979,6.955,594.443,0.101,,
98916,2020-08-12,251713.0,476.0,35225.0,10.0,4249.014,8.035,594.612,0.169,,
98917,2020-08-13,252235.0,522.0,35231.0,6.0,4257.826,8.812,594.713,0.101,,
98918,2020-08-14,252809.0,574.0,35234.0,3.0,4267.515,9.689,594.764,0.051,,
98919,2020-08-15,253438.0,629.0,35392.0,158.0,4278.133,10.618,597.431,2.667,,
98920,2020-08-16,253915.0,477.0,35396.0,4.0,4286.185,8.052,597.498,0.068,,
98921,2020-08-17,254235.0,320.0,35400.0,4.0,4291.586,5.402,597.566,0.068,,
98922,2020-08-18,254636.0,401.0,35405.0,5.0,4298.356,6.769,597.65,0.084,,
98923,2020-08-19,255278.0,642.0,35412.0,7.0,4309.193,10.837,597.768,0.118,,
98924,2020-08-20,256118.0,840.0,35418.0,6.0,4323.372,14.18,597.87,0.101,,
98925,2020-08-21,257065.0,947.0,35427.0,9.0,4339.358,15.986,598.022,0.152,,
98926,2020-08-22,258136.0,1071.0,35430.0,3.0,4357.437,18.079,598.072,0.051,,
98927,2020-08-23,259345.0,1209.0,35437.0,7.0,4377.845,20.408,598.19,0.118,,
98928,2020-08-24,260298.0,953.0,35441.0,4.0,4393.932,16.087,598.258,0.068,,
98929,2020-08-25,261174.0,876.0,35445.0,4.0,4408.72,14.787,598.325,0.068,,
98930,2020-08-26,262540.0,1366.0,35458.0,13.0,4431.778,23.059,598.545,0.219,,
98931,2020-08-27,263949.0,1409.0,35463.0,5.0,4455.563,23.784,598.629,0.084,,
98932,2020-08-28,265409.0,1460.0,35472.0,9.0,4480.208,24.645,598.781,0.152,,
98933,2020-08-29,266853.0,1444.0,35473.0,1.0,4504.583,24.375,598.798,0.017,,
98934,2020-08-30,268218.0,1365.0,35477.0,4.0,4527.625,23.042,598.866,0.068,,
98935,2020-08-31,269214.0,996.0,35483.0,6.0,4544.438,16.813,598.967,0.101,,
98936,2020-09-01,270189.0,975.0,35491.0,8.0,4560.896,16.458,599.102,0.135,,
98937,2020-09-02,271515.0,1326.0,35497.0,6.0,4583.28,22.383,599.203,0.101,,
98938,2020-09-03,272912.0,1397.0,35507.0,10.0,4606.862,23.582,599.372,0.169,,
98939,2020-09-04,274644.0,1732.0,35518.0,11.0,4636.098,29.237,599.558,0.186,,
98940,2020-09-05,276338.0,1694.0,35534.0,16.0,4664.694,28.595,599.828,0.27,,
98941,2020-09-06,277634.0,1296.0,35541.0,7.0,4686.571,21.877,599.946,0.118,,
98942,2020-09-07,278784.0,1150.0,35553.0,12.0,4705.983,19.412,600.149,0.203,,
98943,2020-09-08,280153.0,1369.0,35563.0,10.0,4729.092,23.109,600.317,0.169,,
98944,2020-09-09,281583.0,1430.0,35577.0,14.0,4753.231,24.139,600.554,0.236,,
98945,2020-09-10,283180.0,1597.0,35587.0,10.0,4780.189,26.958,600.723,0.169,,
98946,2020-09-11,284796.0,1616.0,35597.0,10.0,4807.468,27.279,600.891,0.169,,
98947,2020-09-12,286297.0,1501.0,35603.0,6.0,4832.806,25.337,600.993,0.101,,
98948,2020-09-13,287753.0,1456.0,35610.0,7.0,4857.383,24.578,601.111,0.118,,
98949,2020-09-14,288761.0,1008.0,35624.0,14.0,4874.399,17.015,601.347,0.236,,
98950,2020-09-15,289990.0,1229.0,35633.0,9.0,4895.145,20.746,601.499,0.152,,
98951,2020-09-16,291442.0,1452.0,35645.0,12.0,4919.655,24.51,601.702,0.203,,
98952,2020-09-17,293025.0,1583.0,35658.0,13.0,4946.377,26.722,601.921,0.219,,
98953,2020-09-18,294932.0,1907.0,35668.0,10.0,4978.568,32.191,602.09,0.169,,
98954,2020-09-19,296569.0,1637.0,35692.0,24.0,5006.201,27.633,602.495,0.405,,
98955,2020-09-20,298156.0,1587.0,35707.0,15.0,5032.99,26.789,602.748,0.253,,
98956,2020-09-21,299506.0,1350.0,35724.0,17.0,5055.779,22.789,603.035,0.287,,
98957,2020-09-22,300897.0,1391.0,35738.0,14.0,5079.259,23.481,603.271,0.236,,
98958,2020-09-23,302537.0,1640.0,35758.0,20.0,5106.943,27.684,603.609,0.338,,
98959,2020-09-24,304323.0,1786.0,35781.0,23.0,5137.092,30.148,603.997,0.388,,
98960,2020-09-25,306235.0,1912.0,35801.0,20.0,5169.367,32.275,604.335,0.338,,
98961,2020-09-26,308104.0,1869.0,35818.0,17.0,5200.916,31.549,604.622,0.287,,
98962,2020-09-27,309870.0,1766.0,35835.0,17.0,5230.727,29.811,604.909,0.287,,
98963,2020-09-28,311364.0,1494.0,35851.0,16.0,5255.946,25.219,605.179,0.27,,
98964,2020-09-29,313011.0,1647.0,35875.0,24.0,5283.748,27.802,605.584,0.405,,
